city,state,skill,experience,demand_index,cost_of_living,wage
Hyderabad,Telangana,Carpenter,3,1.29,16686,1140.22
Bangalore,Karnataka,Electrician,15,1.11,12250,1628.5
Delhi,Delhi,Painter,7,0.78,14664,1194.28
Chennai,Tamil Nadu,Mason,4,1.21,16675,1356.0
Delhi,Delhi,Electrician,15,0.55,9984,1442.18
Pune,Maharashtra,Electrician,7,1.41,16743,1628.36
Hyderabad,Telangana,Electrician,13,0.9,18759,1736.18
Delhi,Delhi,Electrician,9,0.81,12424,1489.98
Hyderabad,Telangana,Carpenter,9,0.53,15196,1445.42
Bangalore,Karnataka,Mason,15,0.58,8013,1490.26
Bangalore,Karnataka,Carpenter,8,1.24,17461,1339.22
Bangalore,Karnataka,Mason,5,0.75,12869,1098.88
Pune,Maharashtra,Carpenter,2,1.31,9243,845.36
Chennai,Tamil Nadu,Electrician,9,1.32,19898,1669.96
Bangalore,Karnataka,Carpenter,6,1.0,19479,1469.58
Delhi,Delhi,Painter,1,1.32,16640,963.8
Hyderabad,Telangana,Carpenter,8,1.0,17878,1649.56
Delhi,Delhi,Painter,1,1.33,13371,1051.92
Pune,Maharashtra,Mason,3,0.84,12851,861.02
Hyderabad,Telangana,Carpenter,13,0.97,8903,1488.56
Bangalore,Karnataka,Mason,1,1.06,13671,1105.42
Pune,Maharashtra,Mason,9,0.52,9507,1349.14
Pune,Maharashtra,Mason,5,0.52,19714,1083.28
Chennai,Tamil Nadu,Mason,4,1.0,8532,1062.64
Hyderabad,Telangana,Carpenter,5,0.95,10941,1076.32
Bangalore,Karnataka,Carpenter,6,0.9,8362,1285.24
Pune,Maharashtra,Painter,9,0.51,10258,1103.66
Pune,Maharashtra,Electrician,5,0.84,10523,1153.46
Chennai,Tamil Nadu,Carpenter,10,1.07,12325,1629.0
Hyderabad,Telangana,Mason,12,0.7,9053,1459.06
Hyderabad,Telangana,Mason,9,0.82,13818,1422.36
Chennai,Tamil Nadu,Mason,4,0.99,12004,1164.58
Chennai,Tamil Nadu,Carpenter,8,1.1,17544,1614.88
Hyderabad,Telangana,Mason,10,1.4,16751,1778.02
Chennai,Tamil Nadu,Painter,9,0.62,8862,1156.24
Delhi,Delhi,Carpenter,7,1.21,11997,1500.44
Hyderabad,Telangana,Carpenter,9,0.83,10985,1416.2
Pune,Maharashtra,Carpenter,8,1.34,19264,1726.28
Pune,Maharashtra,Painter,15,0.97,10809,1729.68
Bangalore,Karnataka,Mason,6,1.01,11225,1225.0
Pune,Maharashtra,Electrician,8,1.28,13290,1366.8
Chennai,Tamil Nadu,Electrician,3,0.66,11878,1072.56
Bangalore,Karnataka,Carpenter,12,0.55,19411,1698.72
Delhi,Delhi,Electrician,7,0.9,15409,1520.18
Delhi,Delhi,Painter,8,1.49,14510,1571.7
Chennai,Tamil Nadu,Mason,4,1.07,14778,1100.06
Delhi,Delhi,Mason,9,1.3,12052,1422.04
Delhi,Delhi,Electrician,4,0.63,14269,1237.88
Chennai,Tamil Nadu,Carpenter,4,1.3,14863,1444.26
Hyderabad,Telangana,Mason,12,0.53,13351,1488.52
Delhi,Delhi,Electrician,9,1.44,18417,1657.34
Hyderabad,Telangana,Electrician,6,1.19,14638,1499.26
Bangalore,Karnataka,Mason,8,0.85,13491,1344.32
Bangalore,Karnataka,Carpenter,6,0.58,17881,1129.62
Pune,Maharashtra,Mason,6,1.27,15481,1503.12
Chennai,Tamil Nadu,Electrician,13,0.89,10556,1788.62
Bangalore,Karnataka,Electrician,14,1.03,13166,1875.82
Delhi,Delhi,Electrician,12,1.46,13221,1613.42
Hyderabad,Telangana,Electrician,15,0.75,12053,1619.56
Delhi,Delhi,Electrician,14,1.32,19528,2107.56
Hyderabad,Telangana,Mason,10,0.64,10466,1193.32
Chennai,Tamil Nadu,Carpenter,9,1.49,11337,1736.24
Delhi,Delhi,Mason,15,0.64,18039,1964.78
Bangalore,Karnataka,Electrician,12,1.49,11534,1898.18
Delhi,Delhi,Carpenter,11,1.44,9750,1564.0
Delhi,Delhi,Carpenter,3,1.01,12679,999.08
Hyderabad,Telangana,Electrician,10,0.7,13263,1394.26
Chennai,Tamil Nadu,Mason,1,1.31,10638,877.26
Pune,Maharashtra,Carpenter,8,0.51,9382,1343.14
Hyderabad,Telangana,Painter,5,0.96,10851,1171.02
Delhi,Delhi,Electrician,7,0.53,14106,1236.62
Pune,Maharashtra,Electrician,11,1.45,15844,1674.38
Delhi,Delhi,Electrician,9,0.87,19486,1418.22
Chennai,Tamil Nadu,Mason,9,0.9,10360,1278.2
Bangalore,Karnataka,Electrician,14,0.93,19311,1719.72
Chennai,Tamil Nadu,Electrician,13,0.62,16738,1475.76
Delhi,Delhi,Electrician,10,0.78,10548,1338.96
Chennai,Tamil Nadu,Electrician,10,1.19,18408,1536.66
Hyderabad,Telangana,Electrician,8,1.03,16166,1272.82
Delhi,Delhi,Painter,8,1.39,14324,1418.98
Bangalore,Karnataka,Mason,3,0.84,15160,999.2
Delhi,Delhi,Mason,6,1.44,18361,1335.22
Chennai,Tamil Nadu,Electrician,15,0.95,12544,1749.38
Delhi,Delhi,Carpenter,15,0.62,15409,1776.18
Hyderabad,Telangana,Painter,1,1.49,10117,1165.84
Hyderabad,Telangana,Carpenter,8,1.44,11081,1557.62
Chennai,Tamil Nadu,Painter,1,1.09,13759,948.68
Bangalore,Karnataka,Mason,5,1.12,11595,1206.9
Delhi,Delhi,Painter,2,0.83,15561,914.72
Hyderabad,Telangana,Electrician,7,0.95,9979,1065.08
Pune,Maharashtra,Electrician,2,1.47,19434,1258.18
Chennai,Tamil Nadu,Mason,6,1.43,12089,1252.28
Chennai,Tamil Nadu,Carpenter,9,0.97,11888,1501.26
Bangalore,Karnataka,Electrician,8,1.2,9610,1239.2
Chennai,Tamil Nadu,Carpenter,8,1.29,11342,1335.34
Hyderabad,Telangana,Carpenter,12,1.24,16729,1754.58
Hyderabad,Telangana,Painter,2,1.26,15723,951.46
Chennai,Tamil Nadu,Electrician,5,1.07,19887,1217.24
Bangalore,Karnataka,Carpenter,14,1.15,18955,1714.6
Pune,Maharashtra,Carpenter,7,0.57,11245,1328.4
Hyderabad,Telangana,Carpenter,9,0.57,16023,1561.96
Hyderabad,Telangana,Painter,12,1.43,19085,1830.2
Pune,Maharashtra,Electrician,9,0.62,19942,1670.84
Delhi,Delhi,Carpenter,1,0.58,9787,620.74
Bangalore,Karnataka,Mason,9,1.16,18439,1659.78
Chennai,Tamil Nadu,Painter,1,1.3,16003,1268.06
Chennai,Tamil Nadu,Mason,10,0.69,11889,1456.28
Bangalore,Karnataka,Mason,12,1.42,17823,1793.46
Delhi,Delhi,Painter,14,1.06,15556,1635.12
Pune,Maharashtra,Painter,7,0.74,10213,1126.26
Delhi,Delhi,Electrician,6,1.35,8054,1109.58
Delhi,Delhi,Painter,2,0.51,15621,1027.92
Chennai,Tamil Nadu,Carpenter,15,0.82,11909,1701.18
Hyderabad,Telangana,Painter,12,1.26,8637,1758.74
Pune,Maharashtra,Mason,2,1.27,8404,1180.58
Chennai,Tamil Nadu,Mason,13,1.38,17449,1802.98
Hyderabad,Telangana,Mason,9,0.7,15569,1495.38
Bangalore,Karnataka,Mason,5,1.48,8360,1098.2
Bangalore,Karnataka,Painter,9,1.45,12224,1468.98
Hyderabad,Telangana,Electrician,14,0.54,18079,1653.58
Bangalore,Karnataka,Electrician,13,0.97,19324,1705.98
Delhi,Delhi,Electrician,4,1.48,10043,1273.86
Hyderabad,Telangana,Painter,13,0.81,8247,1641.44
Pune,Maharashtra,Mason,10,0.74,9021,1468.42
Chennai,Tamil Nadu,Mason,2,0.89,13482,827.14
Bangalore,Karnataka,Painter,8,0.72,11899,1298.98
Chennai,Tamil Nadu,Painter,4,0.61,12735,883.2
Chennai,Tamil Nadu,Mason,15,0.59,10167,1535.84
Chennai,Tamil Nadu,Electrician,10,0.89,16835,1525.2
Pune,Maharashtra,Carpenter,10,0.73,8145,1160.4
Chennai,Tamil Nadu,Carpenter,1,1.24,17059,1087.18
Bangalore,Karnataka,Mason,1,0.73,19292,974.34
Bangalore,Karnataka,Electrician,5,0.59,13039,1029.28
Bangalore,Karnataka,Mason,9,0.89,19537,1455.24
Pune,Maharashtra,Carpenter,8,0.94,19847,1459.94
Pune,Maharashtra,Electrician,1,0.93,17255,1209.6
Delhi,Delhi,Electrician,4,1.37,17589,1141.28
Chennai,Tamil Nadu,Mason,1,1.48,17234,1334.68
Hyderabad,Telangana,Mason,12,0.83,17878,1538.06
Delhi,Delhi,Painter,12,0.69,10870,1644.9
Bangalore,Karnataka,Painter,15,1.23,14167,1748.84
Delhi,Delhi,Painter,9,0.96,16826,1584.52
Delhi,Delhi,Carpenter,11,0.91,19198,1704.46
Chennai,Tamil Nadu,Painter,15,1.15,12696,1908.42
Hyderabad,Telangana,Electrician,14,1.25,12611,1921.72
Chennai,Tamil Nadu,Painter,4,0.76,13553,976.06
Bangalore,Karnataka,Painter,11,0.84,18715,1532.3
Hyderabad,Telangana,Carpenter,9,0.74,16684,1609.68
Delhi,Delhi,Carpenter,13,1.09,10706,1537.62
Chennai,Tamil Nadu,Carpenter,15,1.09,13285,1930.2
Pune,Maharashtra,Carpenter,2,0.9,13228,939.56
Pune,Maharashtra,Mason,14,1.21,12872,1651.94
Delhi,Delhi,Painter,15,0.73,9587,1571.24
Pune,Maharashtra,Electrician,12,1.29,8622,1577.94
Pune,Maharashtra,Carpenter,2,0.88,9501,1111.02
Chennai,Tamil Nadu,Carpenter,3,1.32,17539,1116.78
Bangalore,Karnataka,Electrician,9,1.39,11441,1630.32
Hyderabad,Telangana,Carpenter,9,1.3,17012,1755.24
Pune,Maharashtra,Mason,6,1.39,15018,1262.86
Bangalore,Karnataka,Painter,14,1.41,17405,2088.6
Hyderabad,Telangana,Carpenter,6,1.2,11707,1410.14
Hyderabad,Telangana,Carpenter,12,0.9,8726,1566.52
Hyderabad,Telangana,Carpenter,7,1.23,15967,1492.84
Bangalore,Karnataka,Painter,14,1.49,18822,1840.94
Pune,Maharashtra,Carpenter,4,1.14,19522,1396.44
Pune,Maharashtra,Mason,7,0.81,16659,1499.68
Pune,Maharashtra,Painter,1,1.35,8261,764.72
Delhi,Delhi,Painter,2,0.54,12273,754.46
Pune,Maharashtra,Carpenter,8,1.36,9674,1216.48
Hyderabad,Telangana,Mason,11,1.14,11070,1578.4
Pune,Maharashtra,Carpenter,1,0.54,10355,621.1
Bangalore,Karnataka,Electrician,9,1.34,17398,1666.96
Delhi,Delhi,Mason,1,0.5,10966,822.32
Delhi,Delhi,Carpenter,14,0.55,12727,1741.04
Hyderabad,Telangana,Electrician,6,0.91,10224,1145.98
Pune,Maharashtra,Painter,3,0.93,9668,1005.86
Pune,Maharashtra,Electrician,14,0.61,9840,1518.3
Delhi,Delhi,Electrician,1,0.6,11848,928.96
Chennai,Tamil Nadu,Mason,15,0.62,13026,1843.52
Pune,Maharashtra,Carpenter,2,1.33,14426,955.02
Hyderabad,Telangana,Electrician,9,0.61,15730,1547.1
Chennai,Tamil Nadu,Electrician,9,1.01,16260,1623.7
Chennai,Tamil Nadu,Painter,12,0.52,19559,1541.18
Bangalore,Karnataka,Painter,14,0.65,17202,1745.54
Hyderabad,Telangana,Mason,7,0.51,9103,1263.56
Pune,Maharashtra,Electrician,9,1.03,16684,1463.18
Hyderabad,Telangana,Carpenter,11,0.77,16587,1507.24
Bangalore,Karnataka,Painter,9,1.24,14912,1595.24
Hyderabad,Telangana,Electrician,15,1.43,15959,1790.68
Pune,Maharashtra,Painter,1,1.28,13290,1167.8
Pune,Maharashtra,Painter,12,1.08,10832,1501.64
Pune,Maharashtra,Mason,6,1.45,16642,1259.34
Pune,Maharashtra,Electrician,3,1.32,9848,1017.96
Delhi,Delhi,Mason,10,1.3,17425,1632.5
Chennai,Tamil Nadu,Electrician,5,0.8,16208,1027.16
Delhi,Delhi,Painter,1,1.25,12081,827.12
Hyderabad,Telangana,Electrician,9,1.38,17928,1448.56
Pune,Maharashtra,Painter,8,0.61,10979,1175.08
Bangalore,Karnataka,Painter,15,1.09,8566,1798.82
Hyderabad,Telangana,Mason,4,1.29,17738,1164.26
Delhi,Delhi,Carpenter,12,0.66,17253,1781.06
Hyderabad,Telangana,Painter,11,1.21,18828,1740.06
Pune,Maharashtra,Painter,10,0.51,11455,1353.6
Hyderabad,Telangana,Painter,10,0.57,12973,1579.96
Delhi,Delhi,Mason,15,1.1,12810,1984.2
Hyderabad,Telangana,Painter,7,1.43,9717,1335.84
Pune,Maharashtra,Painter,8,0.65,8798,1380.46
Bangalore,Karnataka,Electrician,3,0.57,10687,867.24
Delhi,Delhi,Carpenter,3,1.43,12457,1316.64
Bangalore,Karnataka,Painter,9,1.2,18545,1673.9
Hyderabad,Telangana,Carpenter,4,0.89,13635,1267.2
Pune,Maharashtra,Painter,5,1.19,11758,1240.66
Chennai,Tamil Nadu,Electrician,2,0.86,18023,971.46
Hyderabad,Telangana,Painter,15,0.54,8537,1594.74
Hyderabad,Telangana,Painter,2,1.21,10823,1105.96
Pune,Maharashtra,Carpenter,3,0.65,13613,949.76
Delhi,Delhi,Electrician,3,1.04,11654,1084.08
Pune,Maharashtra,Painter,12,0.54,15611,1650.22
Hyderabad,Telangana,Painter,2,1.42,12069,1101.38
Bangalore,Karnataka,Painter,7,1.23,18826,1607.02
Delhi,Delhi,Mason,11,0.83,9167,1583.84
Hyderabad,Telangana,Electrician,3,1.29,10780,1166.1
Delhi,Delhi,Carpenter,1,1.39,19914,1193.78
Delhi,Delhi,Electrician,3,0.9,15592,1035.84
Chennai,Tamil Nadu,Electrician,12,1.5,13024,1932.48
Chennai,Tamil Nadu,Carpenter,3,1.39,13088,1058.26
Hyderabad,Telangana,Carpenter,2,0.88,15371,1047.42
Pune,Maharashtra,Electrician,1,0.66,13677,737.54
Chennai,Tamil Nadu,Electrician,9,0.65,14266,1222.82
Delhi,Delhi,Mason,8,1.34,19882,1656.64
Hyderabad,Telangana,Mason,8,0.73,9511,1115.72
Hyderabad,Telangana,Electrician,15,1.04,9214,1886.28
Pune,Maharashtra,Mason,12,1.05,8567,1734.84
Hyderabad,Telangana,Painter,6,0.91,14422,1246.94
Hyderabad,Telangana,Electrician,12,1.3,13379,1858.58
Delhi,Delhi,Electrician,9,0.81,18009,1615.68
Bangalore,Karnataka,Carpenter,11,1.09,12490,1550.3
Pune,Maharashtra,Carpenter,2,0.75,15232,1061.14
Delhi,Delhi,Carpenter,12,0.91,9979,1508.08
Bangalore,Karnataka,Painter,10,0.56,16403,1509.06
Pune,Maharashtra,Electrician,11,1.17,19042,1815.34
Pune,Maharashtra,Electrician,5,0.8,18363,1119.26
Bangalore,Karnataka,Mason,14,1.08,18663,1964.26
Delhi,Delhi,Mason,6,1.38,15039,1211.78
Pune,Maharashtra,Electrician,5,1.3,11969,1140.38
Delhi,Delhi,Painter,2,1.13,18662,1122.74
Delhi,Delhi,Mason,11,0.95,11586,1361.22
Delhi,Delhi,Painter,8,0.69,18062,1534.74
Delhi,Delhi,Carpenter,5,1.34,14217,1243.34
Pune,Maharashtra,Carpenter,3,0.76,8726,1001.52
